Sl,Season,Horn,Day,Species,Trap1,Trap2,Total
15WH,3,WH,12,BH,0,0,0
15WH,3,WH,12,CA,0,2,2
15WH,3,WH,12,CP,0,0,0
15WH,3,WH,12,DB,0,0,0
15WH,3,WH,12,GK,0,0,0
15WH,3,WH,12,KH,8,5,13
15WH,3,WH,12,RT,0,0,0
15WH,3,WH,13,AM,4,3,7
15WH,3,WH,13,AS,0,0,0
15WH,3,WH,13,BH,0,0,0
15WH,3,WH,13,CA,0,0,0
15WH,3,WH,13,CP,0,0,0
15WH,3,WH,13,DB,0,0,0
15WH,3,WH,13,GK,0,0,0
15WH,3,WH,13,KH,2,1,3
15WH,3,WH,13,RT,0,0,0
34OPH,3,OPH,1,AM,0,0,0
34OPH,3,OPH,1,AS,0,0,0
34OPH,3,OPH,1,BH,0,0,0
34OPH,3,OPH,1,CA,0,0,0
34OPH,3,OPH,1,CP,2,0,2
34OPH,3,OPH,1,DB,0,0,0
34OPH,3,OPH,1,GK,0,0,0
34OPH,3,OPH,1,KH,0,0,0
34OPH,3,OPH,1,RT,1,1,2
34OPH,3,OPH,2,AM,2,0,2
34OPH,3,OPH,2,AS,1,1,2
34OPH,3,OPH,2,BH,0,0,0
34OPH,3,OPH,2,CA,0,0,0
34OPH,3,OPH,2,CP,3,1,4
34OPH,3,OPH,2,DB,0,1,1
34OPH,3,OPH,2,GK,0,0,0
34OPH,3,OPH,2,KH,1,1,2
34OPH,3,OPH,2,RT,2,0,2
34OPH,3,OPH,3,AM,0,0,0
34OPH,3,OPH,3,AS,1,3,4
34OPH,3,OPH,3,BH,0,0,0
34OPH,3,OPH,3,CA,0,0,0
34OPH,3,OPH,3,CP,0,0,0
34OPH,3,OPH,3,DB,0,0,0
34OPH,3,OPH,3,GK,0,0,0
34OPH,3,OPH,3,KH,0,0,0
34OPH,3,OPH,3,RT,0,0,0
34OPH,3,OPH,4,AM,1,3,4
34OPH,3,OPH,4,AS,0,0,0
34OPH,3,OPH,4,BH,0,0,0
34OPH,3,OPH,4,CA,0,0,0
34OPH,3,OPH,4,CP,0,0,0
34OPH,3,OPH,4,DB,0,0,0
34OPH,3,OPH,4,GK,0,0,0
34OPH,3,OPH,4,KH,0,0,0
34OPH,3,OPH,4,RT,0,0,0
34OPH,3,OPH,5,AM,5,5,10
34OPH,3,OPH,5,AS,0,0,0
34OPH,3,OPH,5,BH,0,0,0
34OPH,3,OPH,5,CA,0,0,0
34OPH,3,OPH,5,CP,0,0,0
34OPH,3,OPH,5,DB,0,0,0
34OPH,3,OPH,5,GK,0,0,0
34OPH,3,OPH,5,KH,7,4,11
34OPH,3,OPH,5,RT,0,0,0
34OPH,3,OPH,6,AM,3,0,3
34OPH,3,OPH,6,AS,3,1,4
34OPH,3,OPH,6,BH,0,0,0
34OPH,3,OPH,6,CA,0,0,0
34OPH,3,OPH,6,CP,1,0,1
34OPH,3,OPH,6,DB,0,0,0
34OPH,3,OPH,6,GK,0,0,0
34OPH,3,OPH,6,KH,3,3,6
34OPH,3,OPH,6,RT,0,0,0
34OPH,3,OPH,7,AM,1,1,2
34OPH,3,OPH,7,AS,0,0,0
34OPH,3,OPH,7,BH,0,0,0
34OPH,3,OPH,7,CA,0,0,0
34OPH,3,OPH,7,CP,0,0,0
34OPH,3,OPH,7,DB,0,0,0
34OPH,3,OPH,7,GK,0,0,0
34OPH,3,OPH,7,KH,3,5,8
34OPH,3,OPH,7,RT,0,0,0
34OPH,3,OPH,8,AM,7,2,9
34OPH,3,OPH,8,AS,0,0,0
34OPH,3,OPH,8,BH,4,0,4
34OPH,3,OPH,8,CA,0,0,0
34OPH,3,OPH,8,CP,0,0,0
34OPH,3,OPH,8,DB,0,0,0
34OPH,3,OPH,8,GK,0,0,0
34OPH,3,OPH,8,KH,5,2,7
34OPH,3,OPH,8,RT,0,0,0
34OPH,3,OPH,9,AM,2,0,2
34OPH,3,OPH,9,AS,0,0,0
34OPH,3,OPH,9,BH,0,0,0
34OPH,3,OPH,9,CA,0,0,0
34OPH,3,OPH,9,CP,0,0,0
34OPH,3,OPH,9,DB,0,1,1
34OPH,3,OPH,9,GK,0,0,0
34OPH,3,OPH,9,KH,4,2,6
34OPH,3,OPH,9,RT,0,0,0
4WH03,3,WH,1,AM,3,3,6
4WH03,3,WH,1,AS,0,1,1
4WH03,3,WH,1,BH,0,0,0
4WH03,3,WH,1,CA,0,0,0
4WH03,3,WH,1,CP,4,1,5
4WH03,3,WH,1,DB,0,0,0
4WH03,3,WH,1,GK,1,0,1
4WH03,3,WH,1,KH,0,0,0
4WH03,3,WH,1,RT,0,0,0
4WH03,3,WH,2,AM,4,2,6
4WH03,3,WH,2,AS,2,3,5
4WH03,3,WH,2,BH,0,0,0
4WH03,3,WH,2,CA,0,0,0
4WH03,3,WH,2,CP,1,5,6
4WH03,3,WH,2,DB,1,1,2
4WH03,3,WH,2,GK,2,0,2
4WH03,3,WH,2,KH,3,0,3
4WH03,3,WH,2,RT,0,0,0
4WH03,3,WH,3,AM,4,2,6
4WH03,3,WH,3,AS,0,0,0
4WH03,3,WH,3,BH,0,0,0
4WH03,3,WH,3,CA,0,0,0
4WH03,3,WH,3,CP,2,0,2
4WH03,3,WH,3,DB,2,0,2
4WH03,3,WH,3,GK,0,0,0
4WH03,3,WH,3,KH,1,3,4
4WH03,3,WH,3,RT,0,0,0
4WH03,3,WH,4,AM,7,10,17
4WH03,3,WH,4,AS,0,0,0
4WH03,3,WH,4,BH,0,0,0
4WH03,3,WH,4,CA,0,0,0
4WH03,3,WH,4,CP,0,0,0
4WH03,3,WH,4,DB,0,0,0
4WH03,3,WH,4,GK,0,0,0
4WH03,3,WH,4,KH,4,12,16
4WH03,3,WH,4,RT,0,0,0
4WH03,3,WH,5,AM,6,5,11
4WH03,3,WH,5,AS,0,0,0
4WH03,3,WH,5,BH,0,0,0
4WH03,3,WH,5,CA,0,0,0
4WH03,3,WH,5,CP,0,0,0
4WH03,3,WH,5,DB,0,0,0
4WH03,3,WH,5,GK,0,0,0
4WH03,3,WH,5,KH,4,7,11
4WH03,3,WH,5,RT,0,0,0
4WH03,3,WH,6,AM,3,7,10
4WH03,3,WH,6,AS,0,0,0
4WH03,3,WH,6,BH,0,0,0
4WH03,3,WH,6,CA,1,3,4
4WH03,3,WH,6,CP,0,0,0
4WH03,3,WH,6,DB,0,0,0
4WH03,3,WH,6,GK,0,0,0
4WH03,3,WH,6,KH,10,12,22
4WH03,3,WH,6,RT,0,0,0
4WH03,3,WH,7,AM,4,2,6
4WH03,3,WH,7,AS,0,0,0
4WH03,3,WH,7,BH,0,0,0
4WH03,3,WH,7,CA,2,1,3
4WH03,3,WH,7,CP,0,0,0
4WH03,3,WH,7,DB,0,0,0
4WH03,3,WH,7,GK,0,0,0
4WH03,3,WH,7,KH,7,9,16
4WH03,3,WH,7,RT,0,0,0
4WH03,3,WH,8,AM,3,7,10
4WH03,3,WH,8,AS,0,0,0
4WH03,3,WH,8,BH,0,0,0
4WH03,3,WH,8,CA,0,2,2
4WH03,3,WH,8,CP,0,0,0
4WH03,3,WH,8,DB,0,0,0
4WH03,3,WH,8,GK,0,0,0
4WH03,3,WH,8,KH,1,8,9
4WH03,3,WH,8,RT,0,0,0
4WH03,3,WH,9,AM,3,1,4
4WH03,3,WH,9,AS,0,0,0
4WH03,3,WH,9,BH,0,0,0
4WH03,3,WH,9,CA,0,0,0
4WH03,3,WH,9,CP,0,0,0
4WH03,3,WH,9,DB,0,0,0
4WH03,3,WH,9,GK,0,0,0
4WH03,3,WH,9,KH,10,4,14
4WH03,3,WH,9,RT,0,0,0
4WH03,3,WH,10,AM,6,3,9
4WH03,3,WH,10,AS,0,0,0
4WH03,3,WH,10,BH,0,0,0
4WH03,3,WH,10,CA,2,0,2
4WH03,3,WH,10,CP,0,0,0
4WH03,3,WH,10,DB,0,0,0
4WH03,3,WH,10,GK,0,0,0
4WH03,3,WH,10,KH,4,3,7
4WH03,3,WH,10,RT,0,0,0
4WH03,3,WH,11,AM,2,0,2
4WH03,3,WH,11,AS,0,0,0
4WH03,3,WH,11,BH,0,0,0
4WH03,3,WH,11,CA,2,1,3
4WH03,3,WH,11,CP,0,0,0
4WH03,3,WH,11,DB,0,0,0
4WH03,3,WH,11,GK,0,0,0
4WH03,3,WH,11,KH,4,3,7
4WH03,3,WH,11,RT,0,0,0
4WH03,3,WH,12,AM,3,4,7
4WH03,3,WH,12,AS,0,0,0
4WH03,3,WH,12,BH,0,0,0
4WH03,3,WH,12,CA,0,1,1
4WH03,3,WH,12,CP,0,0,0
4WH03,3,WH,12,DB,0,0,0
4WH03,3,WH,12,GK,0,0,0
4WH03,3,WH,12,KH,6,4,10
4WH03,3,WH,12,RT,0,0,0
4WH03,3,WH,13,AM,3,3,6
4WH03,3,WH,13,AS,0,0,0
4WH03,3,WH,13,BH,0,0,0
4WH03,3,WH,13,CA,0,0,0
4WH03,3,WH,13,CP,0,0,0
4WH03,3,WH,13,DB,0,0,0
4WH03,3,WH,13,GK,0,0,0
4WH03,3,WH,13,KH,7,3,10
4WH03,3,WH,13,RT,0,0,0
9WH05,3,WH,1,AM,1,5,6
9WH05,3,WH,1,AS,0,0,0
9WH05,3,WH,1,BH,0,0,0
9WH05,3,WH,1,CA,0,0,0
9WH05,3,WH,1,CP,0,3,3
9WH05,3,WH,1,DB,0,2,2
9WH05,3,WH,1,GK,1,1,2
9WH05,3,WH,1,KH,0,6,6
9WH05,3,WH,1,RT,0,0,0
9WH05,3,WH,2,AM,31,11,42
9WH05,3,WH,2,AS,0,0,0
9WH05,3,WH,2,BH,0,0,0
9WH05,3,WH,2,CA,0,0,0
9WH05,3,WH,2,CP,4,3,7
9WH05,3,WH,2,DB,7,1,8
9WH05,3,WH,2,GK,0,0,0
9WH05,3,WH,2,KH,25,11,36
9WH05,3,WH,2,RT,0,0,0
9WH05,3,WH,3,AM,32,13,45
9WH05,3,WH,3,AS,0,0,0
9WH05,3,WH,3,BH,0,0,0
9WH05,3,WH,3,CA,0,0,0
9WH05,3,WH,3,CP,0,0,0
9WH05,3,WH,3,DB,4,0,4
9WH05,3,WH,3,GK,0,0,0
9WH05,3,WH,3,KH,40,20,60
9WH05,3,WH,3,RT,0,0,0
9WH05,3,WH,4,AM,28,7,35
9WH05,3,WH,4,AS,0,0,0
9WH05,3,WH,4,BH,0,0,0
9WH05,3,WH,4,CA,0,0,0
9WH05,3,WH,4,CP,0,0,0
9WH05,3,WH,4,DB,1,0,1
9WH05,3,WH,4,GK,0,0,0
9WH05,3,WH,4,KH,45,6,51
9WH05,3,WH,4,RT,1,0,1
9WH05,3,WH,5,AM,11,3,14
9WH05,3,WH,5,AS,0,0,0
9WH05,3,WH,5,BH,2,0,2
9WH05,3,WH,5,CA,0,0,0
9WH05,3,WH,5,CP,0,0,0
9WH05,3,WH,5,DB,12,5,17
9WH05,3,WH,5,GK,0,0,0
9WH05,3,WH,5,KH,10,11,21
9WH05,3,WH,5,RT,0,0,0
