"","Grid.No","Plot.No","Family","Species","Size","Max.Length","Type","Creek","Canopy","Depth","Density","Mouth","Salinity","Crab","Spread","CM","Class","count"
"385",13,4,"Horaichthyidae","Horaichthyidae",2,3,"E",38.99,84.4,30.2,34.14285714,36.08,45.73,10,0.24529679,23.45,2,1
"386",13,4,"Horaichthyidae","Horaichthyidae",2,3,"E",38.99,84.4,30.2,34.14285714,36.08,45.73,10,0.24529679,23.45,2,1
"387",13,4,"Horaichthyidae","Horaichthyidae",2,3,"E",38.99,84.4,30.2,34.14285714,36.08,45.73,10,0.24529679,23.45,2,1
"388",13,4,"Horaichthyidae","Horaichthyidae",2,3,"E",38.99,84.4,30.2,34.14285714,36.08,45.73,10,0.24529679,23.45,2,1
"389",13,4,"Horaichthyidae","Horaichthyidae",2,3,"E",38.99,84.4,30.2,34.14285714,36.08,45.73,10,0.24529679,23.45,2,1
"390",13,4,"Horaichthyidae","Horaichthyidae",2,3,"E",38.99,84.4,30.2,34.14285714,36.08,45.73,10,0.24529679,23.45,2,1
"391",13,4,"Horaichthyidae","Horaichthyidae",2,3,"E",38.99,84.4,30.2,34.14285714,36.08,45.73,10,0.24529679,23.45,2,1
"392",13,5,"Horaichthyidae","Horaichthyidae",2,3,"E",81.95,100,60.4,11.28571429,43.13,45.73,3,1.751141272,27.08,2,1
"393",13,5,"Horaichthyidae","Horaichthyidae",2,3,"E",81.95,100,60.4,11.28571429,43.13,45.73,3,1.751141272,27.08,2,1
"394",13,5,"Horaichthyidae","Horaichthyidae",2,3,"E",81.95,100,60.4,11.28571429,43.13,45.73,3,1.751141272,27.08,2,1
"395",13,5,"Horaichthyidae","Horaichthyidae",2,3,"E",81.95,100,60.4,11.28571429,43.13,45.73,3,1.751141272,27.08,2,1
"396",13,5,"Horaichthyidae","Horaichthyidae",2,3,"E",81.95,100,60.4,11.28571429,43.13,45.73,3,1.751141272,27.08,2,1
"397",13,5,"Horaichthyidae","Horaichthyidae",2,3,"E",81.95,100,60.4,11.28571429,43.13,45.73,3,1.751141272,27.08,2,1
"398",13,5,"Horaichthyidae","Horaichthyidae",2,3,"E",81.95,100,60.4,11.28571429,43.13,45.73,3,1.751141272,27.08,2,1
"399",13,5,"Horaichthyidae","Horaichthyidae",2,3,"E",81.95,100,60.4,11.28571429,43.13,45.73,3,1.751141272,27.08,2,1
"400",13,5,"Horaichthyidae","Horaichthyidae",2,3,"E",81.95,100,60.4,11.28571429,43.13,45.73,3,1.751141272,27.08,2,1
"401",13,5,"Horaichthyidae","Horaichthyidae",2,3,"E",81.95,100,60.4,11.28571429,43.13,45.73,3,1.751141272,27.08,2,1
"402",13,5,"Belonidae","Strongylura leiura",13.5,100,"E",81.95,100,60.4,11.28571429,43.13,45.73,3,1.751141272,27.08,14,1
"403",13,5,"Hemiramphidae","Zenarchopterus dispar",10.2,19,"E",81.95,100,60.4,11.28571429,43.13,45.73,3,1.751141272,27.08,12,1
"404",13,5,"Hemiramphidae","Zenarchopterus dispar",10,19,"E",81.95,100,60.4,11.28571429,43.13,45.73,3,1.751141272,27.08,10,1
"405",14,1,"Apogonidae","Apogonidae 3",2.5,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,4,1
"406",14,1,"Apogonidae","Apogonidae 3",2.5,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,4,1
"407",14,1,"Apogonidae","Apogonidae 3",2.5,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,4,1
"408",14,1,"Apogonidae","Apogonidae 3",2.5,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,4,1
"409",14,1,"Apogonidae","Apogonidae 3",2.5,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,4,1
"410",14,1,"Apogonidae","Apogonidae 3",2.5,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,4,1
"411",14,1,"Apogonidae","Apogonidae 3",2.5,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,4,1
"412",14,1,"Apogonidae","Apogonidae 3",2.5,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,4,1
"413",14,1,"Apogonidae","Apogonidae 3",2.5,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,4,1
"414",14,1,"Apogonidae","Apogonidae 3",2.5,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,4,1
"415",14,1,"Apogonidae","Apogonidae 3",2.5,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,4,1
"416",14,1,"Apogonidae","Apogonidae 3",2.5,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,4,1
"417",14,1,"Apogonidae","Apogonidae 3",2.5,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,4,1
"418",14,1,"Apogonidae","Apogonidae 3",2.5,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,4,1
"419",14,1,"Apogonidae","Apogonidae 3",2.5,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,4,1
"420",14,1,"Apogonidae","Apogonidae 3",2.5,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,4,1
"421",14,1,"Apogonidae","Apogonidae 3",2.5,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,4,1
"422",14,1,"Apogonidae","Apogonidae 3",2.5,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,4,1
"423",14,1,"Apogonidae","Apogonidae 3",2.5,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,4,1
"424",14,1,"Apogonidae","Apogonidae 3",2.5,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,4,1
"425",14,1,"Apogonidae","Apogonidae 3",2.5,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,4,1
"426",14,1,"Apogonidae","Apogonidae 3",2.5,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,4,1
"427",14,1,"Apogonidae","Apogonidae 3",2.5,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,4,1
"428",14,1,"Apogonidae","Apogonidae 3",2.5,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,4,1
"429",14,1,"Apogonidae","Apogonidae 3",2.5,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,4,1
"430",14,1,"Apogonidae","Apogonidae 3",2.5,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,4,1
"431",14,1,"Apogonidae","Apogonidae 3",1.5,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,2,1
"432",14,1,"Apogonidae","Apogonidae 3",1.5,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,2,1
"433",14,1,"Apogonidae","Apogonidae 3",1.5,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,2,1
"434",14,1,"Apogonidae","Apogonidae 3",2,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,2,1
"435",14,1,"Apogonidae","Apogonidae 3",2,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,2,1
"436",14,1,"Apogonidae","Apogonidae 3",2,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,2,1
"437",14,1,"Apogonidae","Apogonidae 3",2,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,2,1
"438",14,1,"Apogonidae","Apogonidae 3",2,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,2,1
"439",14,1,"Apogonidae","Apogonidae 3",2,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,2,1
"440",14,1,"Apogonidae","Apogonidae 3",2,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,2,1
"441",14,1,"Apogonidae","Apogonidae 3",2,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,2,1
"442",14,1,"Apogonidae","Apogonidae 3",2,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,2,1
"443",14,1,"Apogonidae","Apogonidae 3",2,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,2,1
"444",14,1,"Apogonidae","Apogonidae 3",2,0,"E",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,2,1
"445",14,1,"Lutjanidae","Lutjanus argentimaculatus",22.05,150,"R",66.2,89.6,50.7,28.28571429,110.77,45.08,13,0.808948398,100.9,24,1
"446",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"447",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"448",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"449",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"450",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"451",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"452",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"453",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"454",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"455",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"456",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"457",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"458",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"459",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"460",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"461",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"462",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"463",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"464",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"465",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"466",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"467",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"468",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"469",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"470",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"471",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"472",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"473",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"474",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"475",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"476",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"477",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"478",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"479",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"480",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"481",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"482",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"483",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"484",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"485",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"486",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"487",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"488",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"489",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"490",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"491",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"492",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"493",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"494",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"495",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"496",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"497",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"498",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"499",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"500",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"501",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"502",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"503",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"504",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"505",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"506",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"507",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"508",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"509",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"510",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"511",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"512",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"513",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"514",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"515",14,2,"Apogonidae","Apogonidae 3",2,0,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"516",14,2,"Horaichthyidae","Horaichthyidae",2,3,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"517",14,2,"Horaichthyidae","Horaichthyidae",2,3,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"518",14,2,"Horaichthyidae","Horaichthyidae",2,3,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"519",14,2,"Horaichthyidae","Horaichthyidae",2,3,"E",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,2,1
"520",14,2,"Siganidae","Siganus lineatus",13.5,43,"R",79.47,99.22,60.2,18.14285714,140.41,45.08,23,0.999462521,104.41,14,1
"521",14,3,"Carangidae","Caranx sexfasciatus",10.21,120,"R",91.58,19.04,60,1,141.77,45.31,0,1.414213562,120.12,12,1
"522",14,3,"Apogonidae","Sphaeramia orbicularis",4.98,10,"R",91.58,19.04,60,1,141.77,45.31,0,1.414213562,120.12,6,1
"523",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"524",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"525",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"526",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"527",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"528",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"529",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"530",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"531",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"532",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"533",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"534",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"535",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"536",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"537",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"538",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"539",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"540",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"541",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"542",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"543",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"544",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"545",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"546",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"547",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"548",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"549",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"550",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"551",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"552",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"553",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"554",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"555",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"556",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"557",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"558",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"559",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"560",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"561",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"562",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"563",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"564",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"565",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"566",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"567",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"568",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"569",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"570",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"571",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"572",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"573",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"574",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"575",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"576",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
